epoch,acc,loss,precision_macro,recall_macro,val_acc,val_loss,val_precision_macro,val_recall_macro
0,0.8538398146629333,0.37082013487815857,0.9227052927017212,0.8286334276199341,0.9155672788619995,0.21225877106189728,0.9606741666793823,0.9884393215179443
1,0.9273327589035034,0.20495721697807312,0.9658181667327881,0.960231363773346,0.9511873126029968,0.13662311434745789,1.0,0.9942196607589722
2,0.9289842844009399,0.1986180990934372,0.9617880582809448,0.9645697474479675,0.940633237361908,0.15315377712249756,1.0,0.9537572264671326
3,0.9431874752044678,0.16429172456264496,0.9753086566925049,0.9710773825645447,0.9630606770515442,0.10600846260786057,0.9885714054107666,1.0
4,0.9466556310653687,0.14681869745254517,0.9847383499145508,0.9797541499137878,0.9525066018104553,0.11305707693099976,0.9829545617103577,1.0
5,0.9489678144454956,0.1453668475151062,0.9797834157943726,0.9812002778053284,0.9656991958618164,0.10485976934432983,0.9885714054107666,1.0
6,0.9507845044136047,0.13157539069652557,0.9855595827102661,0.9869847893714905,0.9221636056900024,0.1854279488325119,0.9885057210922241,0.9942196607589722
7,0.9491329193115234,0.13722285628318787,0.984804630279541,0.9840925335884094,0.9485487937927246,0.1331525295972824,0.9664804339408875,1.0
8,0.9588769674301147,0.11538015305995941,0.9876900911331177,0.9862617254257202,0.9630606770515442,0.10280044376850128,0.9719101190567017,1.0
9,0.9588769674301147,0.1148076131939888,0.9870316982269287,0.9906001687049866,0.9722955226898193,0.08722607046365738,1.0,0.9942196607589722
10,0.95920729637146,0.11589095741510391,0.990620493888855,0.9927693605422974,0.9511873126029968,0.11950352787971497,0.9664804339408875,1.0
11,0.9628406167030334,0.10580091923475266,0.9898843765258789,0.9906001687049866,0.960422158241272,0.08938285708427429,0.9942528605461121,1.0
12,0.9610239267349243,0.10001643747091293,0.9913232326507568,0.9913232326507568,0.9643799662590027,0.08777356892824173,0.9885714054107666,1.0
13,0.9635012149810791,0.10187045484781265,0.9920634627342224,0.9942154884338379,0.9709762334823608,0.0761357992887497,1.0,1.0
14,0.9603633284568787,0.10233159363269806,0.990606963634491,0.9913232326507568,0.9683377146720886,0.09528902173042297,0.9885714054107666,1.0
15,0.9641618728637695,0.09956701844930649,0.9927849769592285,0.9949385523796082,0.9722955226898193,0.08077035844326019,1.0,1.0
16,0.9682906866073608,0.09287706762552261,0.9963846802711487,0.9963846802711487,0.9683377146720886,0.08766341209411621,1.0,1.0
17,0.9639967083930969,0.10041948407888412,0.9934782385826111,0.9913232326507568,0.9736147522926331,0.07504729181528091,1.0,1.0
18,0.9659785032272339,0.09207504242658615,0.992057740688324,0.9934924244880676,0.9630606770515442,0.10440582782030106,1.0,1.0
19,0.965813398361206,0.09008817374706268,0.9927693605422974,0.9927693605422974,0.9670184850692749,0.10614192485809326,0.9942528605461121,1.0
20,0.9681255221366882,0.08729726076126099,0.9956647157669067,0.9963846802711487,0.9709762334823608,0.06887425482273102,1.0,1.0
21,0.9692816138267517,0.08489205688238144,0.9949385523796082,0.9949385523796082,0.9749340415000916,0.08139853179454803,1.0,1.0
22,0.965813398361206,0.0885874554514885,0.9891618490219116,0.9898771047592163,0.9762532711029053,0.06643113493919373,1.0,0.9942196607589722
23,0.9674649238586426,0.09241471439599991,0.9942070841789246,0.9927693605422974,0.9670184850692749,0.08002988994121552,1.0,1.0
24,0.9712634086608887,0.07787251472473145,0.9949385523796082,0.9949385523796082,0.9762532711029053,0.0726785957813263,0.9942528605461121,1.0
25,0.9694467186927795,0.08007451891899109,0.9956678748130798,0.997107744216919,0.9736147522926331,0.06960326433181763,1.0,1.0
26,0.9732452630996704,0.07594630122184753,0.9949348568916321,0.9942154884338379,0.9749340415000916,0.07235006988048553,1.0,1.0
27,0.9717589020729065,0.080699123442173,0.9934971332550049,0.9942154884338379,0.9762532711029053,0.06436268985271454,1.0,0.9942196607589722
28,0.9682906866073608,0.07879035919904709,0.9942280054092407,0.9963846802711487,0.9762532711029053,0.06858088076114655,1.0,1.0
29,0.9666391611099243,0.09890053421258926,0.9813753366470337,0.9906001687049866,0.9709762334823608,0.08194265514612198,0.9942528605461121,1.0
