epoch,acc,loss,precision_macro,recall_macro,val_acc,val_loss,val_precision_macro,val_recall_macro
0,0.8961189389228821,0.27812281250953674,0.9552351832389832,0.9103398323059082,0.9445910453796387,0.13361310958862305,0.977142870426178,0.9884393215179443
1,0.9474813938140869,0.1540757417678833,0.9840232133865356,0.9797541499137878,0.9617414474487305,0.11223004758358002,0.9829545617103577,1.0
2,0.948802649974823,0.13862675428390503,0.98624187707901,0.9848155975341797,0.9591029286384583,0.11612442880868912,0.9885057210922241,0.9942196607589722
3,0.9539223909378052,0.1259334832429886,0.9891225695610046,0.9862617254257202,0.9643799662590027,0.09113576263189316,0.9942196607589722,0.9942196607589722
4,0.9573906064033508,0.11032020300626755,0.9891461730003357,0.9884309768676758,0.9643799662590027,0.08548547327518463,0.9942528605461121,1.0
5,0.9616845846176147,0.10439716279506683,0.9870316982269287,0.9906001687049866,0.9709762334823608,0.09472335875034332,0.9942528605461121,1.0
6,0.9669694304466248,0.0981195792555809,0.9920634627342224,0.9942154884338379,0.9643799662590027,0.08748055249452591,0.9885714054107666,1.0
7,0.9610239267349243,0.10256977379322052,0.9927431344985962,0.989154040813446,0.9696570038795471,0.08381330966949463,0.9829545617103577,1.0
8,0.9681255221366882,0.09047064185142517,0.9892163872718811,0.9949385523796082,0.9736147522926331,0.08272556960582733,0.9942196607589722,0.9942196607589722
9,0.9722543358802795,0.07722728699445724,0.9956647157669067,0.9963846802711487,0.9722955226898193,0.08787105977535248,0.9942528605461121,1.0
10,0.9714285731315613,0.0789567232131958,0.9956552982330322,0.9942154884338379,0.980211079120636,0.06122901663184166,1.0,1.0
11,0.9732452630996704,0.07412850111722946,0.9971056580543518,0.9963846802711487,0.9749340415000916,0.07748019695281982,1.0,1.0
12,0.9739058613777161,0.06668373942375183,0.9956678748130798,0.997107744216919,0.9788918495178223,0.07406965643167496,1.0,1.0
13,0.9772089123725891,0.06865272670984268,0.9949421882629395,0.9956616163253784,0.980211079120636,0.06874136626720428,1.0,1.0
14,0.9724195003509521,0.07299691438674927,0.9934924244880676,0.9934924244880676,0.9736147522926331,0.07172279059886932,0.9942528605461121,1.0
15,0.9748967885971069,0.0685308501124382,0.9949531555175781,0.9978308081626892,0.9749340415000916,0.07404542714357376,0.9942528605461121,1.0
16,0.9788604378700256,0.057136889547109604,0.9985527992248535,0.9978308081626892,0.9788918495178223,0.08140025287866592,0.9885714054107666,1.0
17,0.9808422923088074,0.052988454699516296,0.9963873028755188,0.997107744216919,0.9749340415000916,0.07897801697254181,0.9885714054107666,1.0
18,0.9785301685333252,0.05973967909812927,0.9949421882629395,0.9956616163253784,0.9749340415000916,0.09503217786550522,0.9942528605461121,1.0
19,0.9796862006187439,0.05945621430873871,0.9971035718917847,0.9956616163253784,0.980211079120636,0.07489150762557983,1.0,1.0
20,0.978695273399353,0.05940690264105797,0.9963873028755188,0.997107744216919,0.9736147522926331,0.09787140041589737,1.0,1.0
21,0.981502890586853,0.051105428487062454,0.9949495196342468,0.997107744216919,0.9749340415000916,0.08878899365663528,1.0,1.0
22,0.9793559312820435,0.051701776683330536,0.9992774724960327,1.0,0.9788918495178223,0.06324517726898193,1.0,1.0
23,0.9791907668113708,0.05332038924098015,0.9949348568916321,0.9942154884338379,0.9762532711029053,0.07350979745388031,1.0,1.0
24,0.9818332195281982,0.050598274916410446,0.9978355169296265,1.0,0.9736147522926331,0.0823507159948349,0.9942528605461121,1.0
25,0.9813377261161804,0.04804946109652519,0.9992769360542297,0.9992769360542297,0.9788918495178223,0.07017961889505386,0.9942528605461121,1.0
26,0.9808422923088074,0.05077246576547623,0.9963873028755188,0.997107744216919,0.980211079120636,0.056849658489227295,1.0,1.0
27,0.9811725616455078,0.05404183268547058,0.9949385523796082,0.9949385523796082,0.9841688871383667,0.05519158020615578,1.0,1.0
28,0.9834847450256348,0.042581018060445786,0.9985548853874207,0.9992769360542297,0.9815303683280945,0.051458269357681274,1.0,1.0
29,0.9826589822769165,0.04488128796219826,0.9963820576667786,0.9956616163253784,0.9788918495178223,0.06264042109251022,1.0,1.0
