epoch,acc,loss,precision_macro,recall_macro,val_acc,val_loss,val_precision_macro,val_recall_macro
0,0.7966969609260559,0.49088945984840393,0.9045454263687134,0.7194504737854004,0.8839049935340881,0.3021376132965088,0.9306358098983765,0.9306358098983765
1,0.8690338730812073,0.3220959007740021,0.9229606986045837,0.8835864067077637,0.8825857639312744,0.27114617824554443,0.9754601120948792,0.9190751314163208
2,0.8898431062698364,0.2831726372241974,0.9389705657958984,0.9233550429344177,0.8601583242416382,0.3592674136161804,0.9595375657081604,0.9595375657081604
3,0.8944673538208008,0.2685745358467102,0.9317851662635803,0.9284164905548096,0.9129287600517273,0.23428398370742798,0.9935483932495117,0.8901734352111816
4,0.9032204747200012,0.24928447604179382,0.9373618364334106,0.9197397232055664,0.9129287600517273,0.21224939823150635,0.9931507110595703,0.8381502628326416
5,0.9081750512123108,0.24029086530208588,0.9493392109870911,0.9349240660667419,0.936675488948822,0.17676463723182678,0.950276255607605,0.9942196607589722
6,0.909000813961029,0.23751182854175568,0.9448075294494629,0.940708577632904,0.934036910533905,0.18810512125492096,0.9940828680992126,0.9710982441902161
7,0.9192402958869934,0.2242685705423355,0.9489051103591919,0.9399855136871338,0.9287598729133606,0.17336490750312805,0.9935897588729858,0.8959537744522095
8,0.916102409362793,0.22232560813426971,0.9453750848770142,0.9385393857955933,0.9459102749824524,0.1555604338645935,0.9939758777618408,0.9537572264671326
9,0.9162675738334656,0.2136286497116089,0.9534883499145508,0.9486623406410217,0.934036910533905,0.15634368360042572,0.9823529124259949,0.9653179049491882
10,0.9200660586357117,0.21064749360084534,0.9520696997642517,0.9479392766952515,0.936675488948822,0.166785329580307,0.9608938694000244,0.9942196607589722
11,0.9195706248283386,0.21079829335212708,0.9474442005157471,0.9515545964241028,0.9419525265693665,0.14968067407608032,0.977142870426178,0.9884393215179443
12,0.9248554706573486,0.1990225911140442,0.9581529498100281,0.960231363773346,0.9419525265693665,0.1514369249343872,0.9661017060279846,0.9884393215179443
13,0.9248554706573486,0.20079292356967926,0.9622915387153625,0.9595082998275757,0.9379947185516357,0.17793530225753784,0.9347826242446899,0.9942196607589722
14,0.9228736758232117,0.20432867109775543,0.9665454626083374,0.9609544277191162,0.936675488948822,0.16271628439426422,0.988304078578949,0.9768785834312439
15,0.9263418912887573,0.20374153554439545,0.9568345546722412,0.9616774916648865,0.9511873126029968,0.15317432582378387,0.9505494236946106,1.0
16,0.9312964677810669,0.1877746880054474,0.9595959782600403,0.9616774916648865,0.9525066018104553,0.13615760207176208,0.977142870426178,0.9884393215179443
17,0.9309661388397217,0.18859322369098663,0.960869550704956,0.9587852358818054,0.9393140077590942,0.15753386914730072,0.9766082167625427,0.9653179049491882
18,0.9289842844009399,0.193260058760643,0.9629629850387573,0.9587852358818054,0.9353561997413635,0.15698204934597015,0.9453551769256592,1.0
19,0.9256812334060669,0.19393345713615417,0.9538239240646362,0.9558929800987244,0.940633237361908,0.16031941771507263,0.9938271641731262,0.9306358098983765
20,0.9278282523155212,0.19456243515014648,0.9602600932121277,0.9609544277191162,0.9445910453796387,0.1616806834936142,0.9772727489471436,0.9942196607589722
21,0.9271676540374756,0.18347197771072388,0.966064989566803,0.9674620628356934,0.960422158241272,0.12346724420785904,0.9719101190567017,1.0
22,0.9271676540374756,0.1885942816734314,0.9650400876998901,0.9580621719360352,0.9617414474487305,0.12135579437017441,0.988304078578949,0.9768785834312439
23,0.9312964677810669,0.1878960281610489,0.9637943506240845,0.9624005556106567,0.9459102749824524,0.1457601636648178,0.9712643623352051,0.9768785834312439
24,0.9293146133422852,0.18508057296276093,0.9637943506240845,0.9624005556106567,0.9485487937927246,0.1400289684534073,0.9884393215179443,0.9884393215179443
25,0.9276630878448486,0.18372265994548798,0.9524152874946594,0.9551699161529541,0.953825831413269,0.13121378421783447,0.9885714054107666,1.0
26,0.9314615726470947,0.18308329582214355,0.9591690301895142,0.9681851267814636,0.9485487937927246,0.12884679436683655,1.0,0.9537572264671326
27,0.9332782626152039,0.18165083229541779,0.9616219997406006,0.960231363773346,0.9485487937927246,0.13895297050476074,0.9885057210922241,0.9942196607589722
28,0.9336085915565491,0.18066680431365967,0.9688631296157837,0.9674620628356934,0.9498680830001831,0.13449805974960327,0.9942528605461121,1.0
29,0.9336085915565491,0.1816224455833435,0.9682996869087219,0.9718004465103149,0.953825831413269,0.12234348058700562,0.9884393215179443,0.9884393215179443
