epoch,acc,loss,precision_macro,recall_macro,val_acc,val_loss,val_precision_macro,val_recall_macro
0,0.9047068357467651,0.2614414691925049,0.9520295262336731,0.9327548742294312,0.9696570038795471,0.10268203169107437,1.0,0.9942196607589722
1,0.9469859600067139,0.1637396663427353,0.9768451452255249,0.9761388301849365,0.980211079120636,0.09746212512254715,0.9942528605461121,1.0
2,0.9560693502426147,0.13707752525806427,0.984837532043457,0.9862617254257202,0.9709762334823608,0.07892806828022003,1.0,0.9942196607589722
3,0.965813398361206,0.10058354586362839,0.9956616163253784,0.9956616163253784,0.9749340415000916,0.06867090612649918,1.0,0.9942196607589722
4,0.9562345147132874,0.12907999753952026,0.9762930870056152,0.9826464056968689,0.9221636056900024,0.2004678100347519,1.0,0.9942196607589722
5,0.9636663794517517,0.10962148755788803,0.9920347332954407,0.9906001687049866,0.9683377146720886,0.08552898466587067,1.0,0.9942196607589722
6,0.9681255221366882,0.10219019651412964,0.9927536249160767,0.9906001687049866,0.9854881167411804,0.056822314858436584,1.0,1.0
7,0.9724195003509521,0.08682134747505188,0.9949275255203247,0.9927693605422974,0.980211079120636,0.07357906550168991,1.0,1.0
8,0.9704376459121704,0.08164547383785248,0.9920749068260193,0.9956616163253784,0.9828495979309082,0.06444070488214493,1.0,1.0
9,0.9730800986289978,0.07384288311004639,0.9927745461463928,0.9934924244880676,0.9762532711029053,0.052623264491558075,1.0,1.0
10,0.9747316241264343,0.071282759308815,0.9956521987915039,0.9934924244880676,0.9749340415000916,0.06546138972043991,0.9828571677207947,0.9942196607589722
11,0.9729149341583252,0.08355839550495148,0.9934971332550049,0.9942154884338379,0.9656991958618164,0.0908849835395813,1.0,1.0
12,0.9762179851531982,0.06626294553279877,0.9942280054092407,0.9963846802711487,0.980211079120636,0.04690993204712868,1.0,1.0
13,0.9757225513458252,0.06558480113744736,0.9963820576667786,0.9956616163253784,0.9815303683280945,0.04730337858200073,1.0,1.0
14,0.9778695106506348,0.06666389107704163,0.9942070841789246,0.9927693605422974,0.9630606770515442,0.11173078417778015,1.0,1.0
15,0.9707679748535156,0.08958768099546432,0.9934924244880676,0.9934924244880676,0.9828495979309082,0.04236208647489548,1.0,1.0
16,0.9791907668113708,0.05400748550891876,0.9971098303794861,0.9978308081626892,0.9788918495178223,0.057509247213602066,1.0,0.9768785834312439
17,0.973410427570343,0.07399998605251312,0.9956490397453308,0.9927693605422974,0.9868074059486389,0.041882771998643875,1.0,1.0
18,0.9798513650894165,0.06107627972960472,0.9963846802711487,0.9963846802711487,0.9828495979309082,0.05696703493595123,1.0,1.0
19,0.9800165295600891,0.061064112931489944,0.9985527992248535,0.9978308081626892,0.9841688871383667,0.04876851290464401,1.0,1.0
20,0.97819983959198,0.06423123925924301,0.9941986799240112,0.9913232326507568,0.9762532711029053,0.06602337956428528,1.0,1.0
21,0.978695273399353,0.06833549588918686,0.9971056580543518,0.9963846802711487,0.953825831413269,0.13936297595500946,0.9885714054107666,1.0
22,0.9772089123725891,0.06778973340988159,0.9963873028755188,0.997107744216919,0.9788918495178223,0.05563154071569443,0.9942528605461121,1.0
23,0.9803467988967896,0.05217862129211426,0.9956584572792053,0.9949385523796082,0.8905013203620911,0.2909211218357086,1.0,1.0
24,0.9828240871429443,0.047947317361831665,0.9992763996124268,0.9985538721084595,0.9749340415000916,0.11718761920928955,1.0,1.0
25,0.9805119633674622,0.05537473410367966,0.9956552982330322,0.9942154884338379,0.9854881167411804,0.045848529785871506,1.0,1.0
26,0.9829892516136169,0.0468774139881134,0.9985527992248535,0.9978308081626892,0.9775725603103638,0.06162915751338005,1.0,1.0
27,0.9798513650894165,0.05757163465023041,0.9949275255203247,0.9927693605422974,0.9762532711029053,0.06270430982112885,1.0,0.9826589822769165
28,0.9866226315498352,0.0363776758313179,0.9985538721084595,0.9985538721084595,0.9775725603103638,0.08497888594865799,1.0,1.0
29,0.9859620332717896,0.04235927015542984,1.0,0.9992769360542297,0.9775725603103638,0.055545806884765625,1.0,1.0
